"Country","GDP growth (annual %)","Rank","Year"
"Iraq","13.78","1","2016"
"Iran (Islamic Republic of)","13.39","2","2016"
"Saint Kitts and Nevis","13.39","3","2016"
"Guinea","10.82","4","2016"
"Myanmar","10.5","5","2016"
"Ethiopia","9.43","6","2016"
"Palestine, State of","8.86","7","2016"
"India","8.25","8","2016"
"Bhutan","8.12","9","2016"
"Samoa","8.12","10","2016"
"Côte d'Ivoire","7.17","11","2016"
"Philippines (the)","7.14","12","2016"
"Bangladesh","7.11","13","2016"
"Botswana","7.03","14","2016"
"Lao People's Democratic Republic (the)","7.02","15","2016"
"Cambodia","6.93","16","2016"
"Tajikistan","6.89","17","2016"
"Tanzania, the United Republic of","6.86","18","2016"
"China","6.84","19","2016"
"Djibouti","6.65","20","2016"
"Dominican Republic (the)","6.65","21","2016"
"Somalia","6.62","22","2016"
"Tonga","6.57","23","2016"
"Cyprus","6.45","24","2016"
"Senegal","6.35","25","2016"
"Maldives","6.33","26","2016"
"Iceland","6.3","27","2016"
"Guinea-Bissau","6.26","28","2016"
"Viet Nam","6.21","29","2016"
"Turkmenistan","6.19","30","2016"
"Sierra Leone","6.05","31","2016"
"Rwanda","5.97","32","2016"
"Burkina Faso","5.95","33","2016"
"Uzbekistan","5.93","34","2016"
"Solomon Islands","5.87","35","2016"
"Mali","5.85","36","2016"
"Niger (the)","5.74","37","2016"
"Togo","5.55","38","2016"
"Pakistan","5.52","39","2016"
"Antigua and Barbuda","5.49","40","2016"
"Papua New Guinea","5.48","41","2016"
"Kiribati","5.13","42","2016"
"Indonesia","5.03","43","2016"
"Oman","4.98","44","2016"
"Luxembourg","4.97","45","2016"
"Panama","4.95","46","2016"
"Uganda","4.78","47","2016"
"Central African Republic (the)","4.75","48","2016"
"Romania","4.7","49","2016"
"Cabo Verde","4.7","50","2016"
"Vanuatu","4.68","51","2016"
"Seychelles","4.56","52","2016"
"Nicaragua","4.56","53","2016"
"Cameroon","4.53","54","2016"
"Sri Lanka","4.48","55","2016"
"Israel","4.46","56","2016"
"Malaysia","4.44","57","2016"
"Moldova (the Republic of)","4.4","58","2016"
"Egypt","4.34","59","2016"
"Kyrgyzstan","4.33","60","2016"
"Bolivia (Plurinational State of)","4.26","61","2016"
"Paraguay","4.26","62","2016"
"Kenya","4.21","63","2016"
"Costa Rica","4.2","64","2016"
"Sao Tome and Principe","4.16","65","2016"
"Malta","4.09","66","2016"
"Madagascar","3.99","67","2016"
"Peru","3.95","68","2016"
"Honduras","3.89","69","2016"
"Mauritius","3.83","70","2016"
"Mozambique","3.82","71","2016"
"Guyana","3.8","72","2016"
"Zambia","3.77","73","2016"
"Grenada","3.73","74","2016"
"New Zealand","3.73","75","2016"
"Andorra","3.7","76","2016"
"Saint Lucia","3.64","77","2016"
"Lesotho","3.58","78","2016"
"Nauru","3.57","79","2016"
"Bahrain","3.55","80","2016"
"Croatia","3.53","81","2016"
"Monaco","3.5","82","2016"
"Sudan (the)","3.46","83","2016"
"Thailand","3.43","84","2016"
"Timor-Leste","3.38","85","2016"
"Ghana","3.37","86","2016"
"Serbia","3.33","87","2016"
"Benin","3.33","88","2016"
"Turkey","3.32","89","2016"
"Singapore","3.32","90","2016"
"Comoros (the)","3.32","91","2016"
"Albania","3.31","92","2016"
"Denmark","3.24","93","2016"
"Slovenia","3.19","94","2016"
"Algeria","3.19","95","2016"
"Estonia","3.15","96","2016"
"Bosnia and Herzegovina","3.14","97","2016"
"Poland","3.14","98","2016"
"Qatar","3.06","99","2016"
"Bulgaria","3.03","100","2016"
"Spain","3.03","101","2016"
"Tuvalu","3.03","102","2016"
"United Arab Emirates (the)","2.98","103","2016"
"Montenegro","2.94","104","2016"
"Korea (the Republic of)","2.94","105","2016"
"Kuwait","2.92","106","2016"
"Georgia","2.9","107","2016"
"North Macedonia","2.84","108","2016"
"World","2.82","","2016"
"Finland","2.81","109","2016"
"Australia","2.74","110","2016"
"Guatemala","2.67","111","2016"
"Mexico","2.63","112","2016"
"Dominica","2.55","113","2016"
"El Salvador","2.54","114","2016"
"Czechia","2.53","115","2016"
"Lithuania","2.51","116","2016"
"Malawi","2.48","117","2016"
"Barbados","2.47","118","2016"
"Ukraine","2.44","119","2016"
"Fiji","2.44","120","2016"
"Congo (the Democratic Republic of the)","2.39","121","2016"
"Latvia","2.36","122","2016"
"San Marino","2.34","123","2016"
"United Kingdom","2.26","124","2016"
"Afghanistan","2.26","125","2016"
"Germany","2.22","126","2016"
"Hungary","2.19","127","2016"
"Netherlands (the)","2.19","128","2016"
"Gabon","2.09","129","2016"
"Colombia","2.08","130","2016"
"Sweden","2.07","131","2016"
"Ireland","2.04","132","2016"
"Switzerland","2.04","133","2016"
"Portugal","2.01","134","2016"
"Jordan","1.99","135","2016"
"Austria","1.98","136","2016"
"Gambia (the)","1.94","137","2016"
"Slovakia","1.93","138","2016"
"Saint Vincent and the Grenadines","1.89","139","2016"
"Haiti","1.81","140","2016"
"United States of America (the)","1.71","141","2016"
"Chile","1.71","142","2016"
"Uruguay","1.68","143","2016"
"Saudi Arabia","1.67","144","2016"
"Lebanon","1.58","145","2016"
"Mongolia","1.48","146","2016"
"Jamaica","1.37","147","2016"
"Marshall Islands (the)","1.31","148","2016"
"Italy","1.29","149","2016"
"Belgium","1.26","150","2016"
"Mauritania","1.26","151","2016"
"Tunisia","1.11","152","2016"
"France","1.09","153","2016"
"Kazakhstan","1.09","154","2016"
"Norway","1.07","155","2016"
"Eswatini","1.06","156","2016"
"Morocco","1.05","157","2016"
"Canada","1","158","2016"
"Micronesia (Federated States of)","0.9","159","2016"
"Japan","0.75","160","2016"
"Zimbabwe","0.75","161","2016"
"South Africa","0.66","162","2016"
"Cuba","0.51","163","2016"
"Sint Maarten (Dutch part)","0.49","164","2016"
"Nepal","0.43","165","2016"
"Russian Federation (the)","0.19","166","2016"
"Armenia","0.19","167","2016"
"Bahamas (the)","0.09","168","2016"
"Namibia","0.03","169","2016"
"Belize","-0.04","178","2016"
"Palau","-0.09","179","2016"
"Greece","-0.49","180","2016"
"Burundi","-0.61","181","2016"
"Curaçao","-0.99","182","2016"
"Ecuador","-1.23","183","2016"
"Liberia","-1.56","184","2016"
"Nigeria","-1.62","185","2016"
"Argentina","-2.09","186","2016"
"Brunei Darussalam","-2.48","187","2016"
"Belarus","-2.53","188","2016"
"Angola","-2.59","189","2016"
"Libya","-2.8","190","2016"
"Azerbaijan","-3.1","191","2016"
"Brazil","-3.28","192","2016"
"Suriname","-4.92","193","2016"
"Trinidad and Tobago","-5.61","194","2016"
"Syrian Arab Republic (the)","-5.64","195","2016"
"Chad","-6.26","196","2016"
"Equatorial Guinea","-8.82","197","2016"
"Yemen","-9.38","198","2016"
"Congo (the)","-10.79","199","2016"
"Liechtenstein","null","170","2016"
"Holy See (the)","null","171","2016"
"Taiwan","null","172","2016"
"Korea (the Democratic People's Republic of)","null","173","2016"
"Eritrea","null","174","2016"
"South Sudan","null","175","2016"
"Venezuela (Bolivarian Republic of)","null","176","2016"
"Bonaire","null","177","2016"
"Faroe Islands","null","200","2016"
"United States Minor Outlying Islands","null","201","2016"
"Serranilla Bank","null","202","2016"
"Scarborough Reef","null","203","2016"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2016"
"Spratly Islands","null","205","2016"
"American Samoa","null","206","2016"
"Greenland","null","207","2016"
"Guam","null","208","2016"
"Northern Mariana Islands","null","209","2016"
"Puerto Rico","null","210","2016"
"United States Virgin Islands","null","211","2016"
"Somaliland","null","212","2016"
"Northern Cyprus","null","213","2016"
"Cyprus No Mans Area","null","214","2016"
"Western Sahara","null","215","2016"
"Siachen Glacier","null","216","2016"
"Kosovo","null","217","2016"
