"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Qatar","39.5","1","2011"
"Trinidad and Tobago","35.12","2","2011"
"Kuwait","27.35","3","2011"
"Brunei Darussalam","24.62","4","2011"
"Bahrain","22.57","5","2011"
"Luxembourg","21.01","6","2011"
"United Arab Emirates (the)","19.18","7","2011"
"Saudi Arabia","17.68","8","2011"
"Australia","17.53","9","2011"
"United States of America (the)","16.91","10","2011"
"Oman","16.61","11","2011"
"Kazakhstan","15.64","12","2011"
"Canada","15.22","13","2011"
"Estonia","13.63","14","2011"
"Russian Federation (the)","12.33","15","2011"
"Palau","12.19","16","2011"
"Turkmenistan","12.07","17","2011"
"Korea (the Republic of)","11.8","18","2011"
"Netherlands (the)","10.52","19","2011"
"Finland","10.51","20","2011"
"Czechia","10.28","21","2011"
"Equatorial Guinea","9.52","22","2011"
"Japan","9.31","23","2011"
"South Africa","9.17","24","2011"
"Germany","9.09","25","2011"
"Belgium","9.05","26","2011"
"Singapore","9.02","27","2011"
"Israel","8.9","28","2011"
"Norway","8.55","29","2011"
"Poland","8.32","30","2011"
"Iran (Islamic Republic of)","7.89","31","2011"
"Ireland","7.78","32","2011"
"Mongolia","7.76","33","2011"
"Austria","7.75","34","2011"
"Malaysia","7.69","35","2011"
"Slovenia","7.38","36","2011"
"Denmark","7.29","37","2011"
"China","7.24","38","2011"
"Greece","7.18","39","2011"
"New Zealand","7.18","40","2011"
"United Kingdom","7.07","41","2011"
"Serbia","6.77","42","2011"
"Belarus","6.76","43","2011"
"Bulgaria","6.71","44","2011"
"Italy","6.7","45","2011"
"Cyprus","6.6","46","2011"
"Bosnia and Herzegovina","6.52","47","2011"
"Slovakia","6.39","48","2011"
"Libya","6.35","49","2011"
"Ukraine","6.26","50","2011"
"Malta","6.12","51","2011"
"Venezuela (Bolivarian Republic of)","5.93","52","2011"
"Iceland","5.89","53","2011"
"Andorra","5.86","54","2011"
"Spain","5.78","55","2011"
"Antigua and Barbuda","5.75","56","2011"
"Sweden","5.47","57","2011"
"Barbados","5.4","58","2011"
"France","5.07","59","2011"
"Bahamas (the)","5","60","2011"
"Hungary","4.87","61","2011"
"Switzerland","4.69","62","2011"
"Saint Kitts and Nevis","4.67","63","2011"
"Croatia","4.65","64","2011"
"Argentina","4.64","65","2011"
"Chile","4.59","66","2011"
"Lithuania","4.55","67","2011"
"Portugal","4.51","68","2011"
"North Macedonia","4.49","69","2011"
"Iraq","4.45","70","2011"
"Turkey","4.37","71","2011"
"Romania","4.23","72","2011"
"Mexico","4.18","73","2011"
"Nauru","4.01","74","2011"
"Lebanon","3.93","75","2011"
"Montenegro","3.88","76","2011"
"Uzbekistan","3.87","77","2011"
"Thailand","3.79","78","2011"
"Seychelles","3.73","79","2011"
"Azerbaijan","3.62","80","2011"
"Latvia","3.54","81","2011"
"Suriname","3.37","82","2011"
"Algeria","3.3","83","2011"
"Mauritius","3.12","84","2011"
"Gabon","2.93","85","2011"
"Jordan","2.82","86","2011"
"Panama","2.73","87","2011"
"Jamaica","2.73","88","2011"
"Syrian Arab Republic (the)","2.69","89","2011"
"Cuba","2.61","90","2011"
"Maldives","2.59","91","2011"
"Egypt","2.57","92","2011"
"Marshall Islands (the)","2.46","93","2011"
"Tunisia","2.42","94","2011"
"Ecuador","2.39","95","2011"
"Guyana","2.36","96","2011"
"Grenada","2.36","97","2011"
"Saint Lucia","2.31","98","2011"
"Uruguay","2.3","99","2011"
"Brazil","2.22","100","2011"
"Dominican Republic (the)","2.21","101","2011"
"Dominica","2.17","102","2011"
"Georgia","2.12","103","2011"
"Indonesia","2.08","104","2011"
"Botswana","2","105","2011"
"Belize","1.82","106","2011"
"Saint Vincent and the Grenadines","1.82","107","2011"
"Albania","1.8","108","2011"
"Moldova (the Republic of)","1.75","109","2011"
"Morocco","1.72","110","2011"
"Viet Nam","1.71","111","2011"
"Armenia","1.7","112","2011"
"Peru","1.7","113","2011"
"Colombia","1.68","114","2011"
"Costa Rica","1.59","115","2011"
"Bolivia (Plurinational State of)","1.59","116","2011"
"Korea (the Democratic People's Republic of)","1.49","117","2011"
"India","1.46","118","2011"
"Liechtenstein","1.41","119","2011"
"Kyrgyzstan","1.38","120","2011"
"Namibia","1.31","121","2011"
"Angola","1.26","122","2011"
"Fiji","1.26","123","2011"
"Cabo Verde","1.23","124","2011"
"Lesotho","1.16","125","2011"
"Micronesia (Federated States of)","1.13","126","2011"
"El Salvador","1.07","127","2011"
"Samoa","1.07","128","2011"
"Bhutan","1.05","129","2011"
"Honduras","1.03","130","2011"
"Eswatini","1","131","2011"
"Tonga","0.99","132","2011"
"Pakistan","0.93","133","2011"
"Philippines (the)","0.89","134","2011"
"Yemen","0.86","135","2011"
"Paraguay","0.84","136","2011"
"Nicaragua","0.82","137","2011"
"Nigeria","0.8","138","2011"
"Guatemala","0.79","139","2011"
"Sri Lanka","0.74","140","2011"
"Zimbabwe","0.74","141","2011"
"Papua New Guinea","0.71","142","2011"
"Tuvalu","0.68","143","2011"
"Mauritania","0.66","144","2011"
"Senegal","0.64","145","2011"
"Palestine, State of","0.57","146","2011"
"Sao Tome and Principe","0.55","147","2011"
"Djibouti","0.55","148","2011"
"Vanuatu","0.54","149","2011"
"Benin","0.53","150","2011"
"Lao People's Democratic Republic (the)","0.52","151","2011"
"Kiribati","0.52","152","2011"
"Congo (the)","0.51","153","2011"
"Ghana","0.45","154","2011"
"Bangladesh","0.42","155","2011"
"Afghanistan","0.4","156","2011"
"Togo","0.37","157","2011"
"Cambodia","0.35","158","2011"
