"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Curaçao","33.76","1","2016"
"Qatar","32.12","2","2016"
"Kuwait","22.71","3","2016"
"United Arab Emirates (the)","21.3","4","2016"
"Bahrain","21.18","5","2016"
"Saudi Arabia","17.16","6","2016"
"Australia","15.87","7","2016"
"Oman","15.52","8","2016"
"Brunei Darussalam","15.26","9","2016"
"Canada","15.24","10","2016"
"Luxembourg","15.22","11","2016"
"United States of America (the)","15.13","12","2016"
"Palau","14.67","13","2016"
"Trinidad and Tobago","13.23","14","2016"
"Turkmenistan","12.71","15","2016"
"Kazakhstan","12.53","16","2016"
"Korea (the Republic of)","12","17","2016"
"Estonia","11.89","18","2016"
"Russian Federation (the)","10.6","19","2016"
"Czechia","9.73","20","2016"
"Netherlands (the)","9.29","21","2016"
"Japan","9.22","22","2016"
"Germany","9.07","23","2016"
"Belgium","8.32","24","2016"
"Finland","8.31","25","2016"
"Singapore","8.23","26","2016"
"Ireland","8.14","27","2016"
"Poland","7.89","28","2016"
"Libya","7.88","29","2016"
"Israel","7.63","30","2016"
"Iran (Islamic Republic of)","7.61","31","2016"
"South Africa","7.56","32","2016"
"Malaysia","7.45","33","2016"
"Austria","7.25","34","2016"
"Norway","7.24","35","2016"
"China","7.07","36","2016"
"Slovenia","6.74","37","2016"
"New Zealand","6.61","38","2016"
"Bosnia and Herzegovina","6.59","39","2016"
"Serbia","6.55","40","2016"
"Greece","6.2","41","2016"
"Denmark","6.17","42","2016"
"Iceland","6.17","43","2016"
"Cyprus","6.11","44","2016"
"Andorra","6.08","45","2016"
"Mongolia","5.94","46","2016"
"Bulgaria","5.85","47","2016"
"Belarus","5.83","48","2016"
"Slovakia","5.8","49","2016"
"Bahamas (the)","5.79","50","2016"
"United Kingdom","5.77","51","2016"
"Nauru","5.72","52","2016"
"Seychelles","5.7","53","2016"
"Italy","5.49","54","2016"
"Venezuela (Bolivarian Republic of)","5.42","55","2016"
"Spain","5.31","56","2016"
"Antigua and Barbuda","5.28","57","2016"
"Saint Kitts and Nevis","4.84","58","2016"
"Switzerland","4.73","59","2016"
"Chile","4.73","60","2016"
"Portugal","4.72","61","2016"
"Iraq","4.7","62","2016"
"Turkey","4.69","63","2016"
"France","4.68","64","2016"
"Equatorial Guinea","4.6","65","2016"
"Barbados","4.58","66","2016"
"Hungary","4.53","67","2016"
"Ukraine","4.47","68","2016"
"World","4.43","","2016"
"Argentina","4.22","69","2016"
"Lebanon","4.14","70","2016"
"Suriname","4.08","71","2016"
"Croatia","4.05","72","2016"
"Liechtenstein","3.98","73","2016"
"Sweden","3.9","74","2016"
"Lithuania","3.9","75","2016"
"Mexico","3.88","76","2016"
"Thailand","3.78","77","2016"
"Maldives","3.68","78","2016"
"Latvia","3.64","79","2016"
"Romania","3.61","80","2016"
"North Macedonia","3.56","81","2016"
"Algeria","3.53","82","2016"
"Montenegro","3.39","83","2016"
"Uzbekistan","3.37","84","2016"
"Azerbaijan","3.34","85","2016"
"Botswana","3.29","86","2016"
"Mauritius","3.19","87","2016"
"Marshall Islands (the)","3.11","88","2016"
"Guyana","2.99","89","2016"
"Malta","2.96","90","2016"
"Moldova (the Republic of)","2.9","91","2016"
"Gabon","2.84","92","2016"
"Panama","2.66","93","2016"
"Jamaica","2.66","94","2016"
"Jordan","2.6","95","2016"
"Georgia","2.58","96","2016"
"Tunisia","2.56","97","2016"
"Grenada","2.53","98","2016"
"Dominica","2.52","99","2016"
"Cuba","2.5","100","2016"
"Egypt","2.47","101","2016"
