"Country","GDP growth (annual %)","Rank","Year"
"Nauru","26.56","1","2014"
"Papua New Guinea","13.54","2","2014"
"Turkmenistan","10.29","3","2014"
"Ethiopia","10.25","4","2014"
"Congo (the Democratic Republic of the)","9.47","5","2014"
"Côte d'Ivoire","8.79","6","2014"
"Ireland","8.55","7","2014"
"Myanmar","7.99","8","2014"
"Mongolia","7.88","9","2014"
"Malta","7.63","10","2014"
"Lao People's Democratic Republic (the)","7.61","11","2014"
"China","7.42","12","2014"
"India","7.41","13","2014"
"Mozambique","7.39","14","2014"
"Grenada","7.34","15","2014"
"Maldives","7.32","16","2014"
"Monaco","7.2","17","2014"
"Uzbekistan","7.17","18","2014"
"Cambodia","7.14","19","2014"
"Mali","7.08","20","2014"
"Djibouti","7.06","21","2014"
"Dominican Republic (the)","7.05","22","2014"
"Chad","6.89","23","2014"
"Tanzania, the United Republic of","6.73","24","2014"
"Tajikistan","6.7","25","2014"
"Niger (the)","6.64","26","2014"
"Senegal","6.61","27","2014"
"Sao Tome and Principe","6.54","28","2014"
"Benin","6.35","29","2014"
"Philippines (the)","6.34","30","2014"
"Nigeria","6.3","31","2014"
"Palau","6.29","32","2014"
"Saint Kitts and Nevis","6.28","33","2014"
"Rwanda","6.16","34","2014"
"Bangladesh","6.06","35","2014"
"Malaysia","6","36","2014"
"Nepal","5.98","37","2014"
"Viet Nam","5.98","38","2014"
"Congo (the)","5.95","39","2014"
"Togo","5.92","40","2014"
"Cameroon","5.88","41","2014"
"Bhutan","5.77","42","2014"
"Namibia","5.75","43","2014"
"Malawi","5.7","44","2014"
"Fiji","5.6","45","2014"
"Bolivia (Plurinational State of)","5.46","46","2014"
"Kenya","5.35","47","2014"
"Qatar","5.33","48","2014"
"Uganda","5.1","49","2014"
"Panama","5.06","50","2014"
"Indonesia","5","51","2014"
"Moldova (the Republic of)","4.99","52","2014"
"Sri Lanka","4.96","53","2014"
"Turkey","4.93","54","2014"
"Paraguay","4.86","55","2014"
"Angola","4.82","56","2014"
"Nicaragua","4.78","57","2014"
"Zambia","4.69","58","2014"
"Pakistan","4.67","59","2014"
"Iran (Islamic Republic of)","4.6","60","2014"
"Sierra Leone","4.55","61","2014"
"Seychelles","4.5","62","2014"
"Colombia","4.49","63","2014"
"Timor-Leste","4.44","64","2014"
"Guatemala","4.44","65","2014"
"Dominica","4.44","66","2014"
"Georgia","4.43","67","2014"
"Bahrain","4.35","68","2014"
"Burkina Faso","4.32","69","2014"
"Gabon","4.31","70","2014"
"Luxembourg","4.29","71","2014"
"United Arab Emirates (the)","4.28","72","2014"
"Mauritania","4.27","73","2014"
"Burundi","4.24","74","2014"
"Hungary","4.22","75","2014"
"Kazakhstan","4.2","76","2014"
"Botswana","4.14","77","2014"
"Kyrgyzstan","4.02","78","2014"
"Singapore","3.93","79","2014"
"Algeria","3.79","80","2014"
"Antigua and Barbuda","3.79","81","2014"
"Ecuador","3.78","82","2014"
"Israel","3.75","83","2014"
"Mauritius","3.74","84","2014"
"Guinea","3.7","85","2014"
"Saudi Arabia","3.65","86","2014"
"Belize","3.63","87","2014"
"North Macedonia","3.62","88","2014"
"New Zealand","3.62","89","2014"
"Romania","3.6","90","2014"
"Armenia","3.6","91","2014"
"Lithuania","3.53","92","2014"
"Costa Rica","3.51","93","2014"
"Haiti","3.4","94","2014"
"Jordan","3.38","95","2014"
"Poland","3.37","96","2014"
"South Sudan","3.37","97","2014"
"Madagascar","3.33","98","2014"
"Uruguay","3.23","99","2014"
"Korea (the Republic of)","3.2","100","2014"
"Honduras","3.05","101","2014"
"Estonia","2.98","102","2014"
"Tunisia","2.97","103","2014"
"Egypt","2.91","104","2014"
"Ghana","2.89","105","2014"
"Lesotho","2.88","106","2014"
"Canada","2.87","107","2014"
"World","2.86","","2014"
"Mexico","2.84","108","2014"
"Azerbaijan","2.79","109","2014"
"Slovenia","2.76","110","2014"
"Afghanistan","2.72","111","2014"
"Sudan (the)","2.67","112","2014"
"Morocco","2.66","113","2014"
"Sweden","2.65","114","2014"
"Slovakia","2.64","115","2014"
"United Kingdom","2.6","116","2014"
"Australia","2.53","117","2014"
"United States of America (the)","2.52","118","2014"
"Andorra","2.5","119","2014"
"Lebanon","2.46","120","2014"
"Switzerland","2.44","121","2014"
"Peru","2.38","122","2014"
"Zimbabwe","2.37","123","2014"
"Vanuatu","2.3","124","2014"
"Czechia","2.26","125","2014"
"Germany","2.2","126","2014"
"Comoros (the)","2.1","127","2014"
"Iceland","2.08","128","2014"
"Tonga","2.01","129","2014"
"Norway","1.96","130","2014"
"Bulgaria","1.88","131","2014"
"South Africa","1.84","132","2014"
"Montenegro","1.78","133","2014"
"Albania","1.77","134","2014"
"Chile","1.76","135","2014"
"Saint Lucia","1.75","136","2014"
"Belarus","1.72","137","2014"
"El Salvador","1.71","138","2014"
"Guyana","1.68","139","2014"
"Denmark","1.61","140","2014"
"Sint Maarten (Dutch part)","1.58","141","2014"
"Belgium","1.57","142","2014"
"Oman","1.45","143","2014"
"Netherlands (the)","1.42","144","2014"
"Spain","1.38","145","2014"
"Tuvalu","1.34","146","2014"
"Saint Vincent and the Grenadines","1.21","147","2014"
"Bosnia and Herzegovina","1.15","148","2014"
"Latvia","1.07","149","2014"
"Bahamas (the)","1.05","150","2014"
"Solomon Islands","1.05","151","2014"
"Cuba","1.04","152","2014"
"Thailand","0.98","153","2014"
"Guinea-Bissau","0.96","154","2014"
"France","0.95","155","2014"
"Eswatini","0.91","156","2014"
"Portugal","0.79","157","2014"
"Russian Federation (the)","0.73","158","2014"
"Greece","0.73","159","2014"
"Liberia","0.7","160","2014"
"Iraq","0.69","161","2014"
"Jamaica","0.69","162","2014"
"Austria","0.66","163","2014"
"Cabo Verde","0.61","164","2014"
"Kuwait","0.5","165","2014"
"Brazil","0.5","166","2014"
"Equatorial Guinea","0.41","167","2014"
"Japan","0.37","168","2014"
"Suriname","0.25","169","2014"
"Central African Republic (the)","0.08","170","2014"
"Samoa","0.07","171","2014"
"Italy","-0.01","180","2014"
"Barbados","-0.13","181","2014"
"Palestine, State of","-0.16","182","2014"
"Yemen","-0.19","183","2014"
"Croatia","-0.35","184","2014"
"Finland","-0.37","185","2014"
"Kiribati","-0.7","186","2014"
"San Marino","-0.71","187","2014"
"Trinidad and Tobago","-0.92","188","2014"
"Marshall Islands (the)","-0.94","189","2014"
"Curaçao","-1.14","190","2014"
"Gambia (the)","-1.41","191","2014"
"Serbia","-1.59","192","2014"
"Cyprus","-1.83","193","2014"
"Micronesia (Federated States of)","-2.31","194","2014"
"Brunei Darussalam","-2.51","195","2014"
"Argentina","-2.52","196","2014"
"Venezuela (Bolivarian Republic of)","-3.9","197","2014"
"Ukraine","-6.56","198","2014"
"Libya","-24.01","199","2014"
"Liechtenstein","null","172","2014"
"Holy See (the)","null","173","2014"
"Syrian Arab Republic (the)","null","174","2014"
"Taiwan","null","175","2014"
"Korea (the Democratic People's Republic of)","null","176","2014"
"Eritrea","null","177","2014"
"Somalia","null","178","2014"
"Bonaire","null","179","2014"
"Faroe Islands","null","200","2014"
"United States Minor Outlying Islands","null","201","2014"
"Serranilla Bank","null","202","2014"
"Scarborough Reef","null","203","2014"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2014"
"Spratly Islands","null","205","2014"
"American Samoa","null","206","2014"
"Greenland","null","207","2014"
"Guam","null","208","2014"
"Northern Mariana Islands","null","209","2014"
"Puerto Rico","null","210","2014"
"United States Virgin Islands","null","211","2014"
"Somaliland","null","212","2014"
"Northern Cyprus","null","213","2014"
"Cyprus No Mans Area","null","214","2014"
"Western Sahara","null","215","2014"
"Siachen Glacier","null","216","2014"
"Kosovo","null","217","2014"
