"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Qatar","43.52","1","2014"
"Curaçao","37.72","2","2014"
"Trinidad and Tobago","33.96","3","2014"
"United Arab Emirates (the)","24.54","4","2014"
"Kuwait","23.94","5","2014"
"Bahrain","23.47","6","2014"
"Brunei Darussalam","22.09","7","2014"
"Sint Maarten (Dutch part)","19.46","8","2014"
"Saudi Arabia","19.44","9","2014"
"Luxembourg","17.36","10","2014"
"United States of America (the)","16.41","11","2014"
"Australia","15.39","12","2014"
"Canada","15.25","13","2014"
"Oman","15.2","14","2014"
"Kazakhstan","14.36","15","2014"
"Estonia","13.82","16","2014"
"Palau","12.69","17","2014"
"Turkmenistan","12.51","18","2014"
"Russian Federation (the)","12.07","19","2014"
"Korea (the Republic of)","11.57","20","2014"
"Singapore","10.35","21","2014"
"Mongolia","10.07","22","2014"
"Netherlands (the)","10.01","23","2014"
"Japan","9.48","24","2014"
"Libya","9.35","25","2014"
"Norway","9.32","26","2014"
"Czechia","9.23","27","2014"
"Germany","8.89","28","2014"
"South Africa","8.88","29","2014"
"Finland","8.64","30","2014"
"Iran (Islamic Republic of)","8.42","31","2014"
"Belgium","8.34","32","2014"
"Malaysia","8.12","33","2014"
"New Zealand","7.68","34","2014"
"Israel","7.65","35","2014"
"China","7.54","36","2014"
"Poland","7.52","37","2014"
"Ireland","7.3","38","2014"
"Austria","6.89","39","2014"
"Belarus","6.62","40","2014"
"Equatorial Guinea","6.51","41","2014"
"United Kingdom","6.49","42","2014"
"Bahamas (the)","6.34","43","2014"
"Greece","6.19","44","2014"
"Venezuela (Bolivarian Republic of)","6.16","45","2014"
"Iceland","6.05","46","2014"
"Slovenia","6.05","47","2014"
"Denmark","5.87","48","2014"
"Bulgaria","5.85","49","2014"
"Andorra","5.83","50","2014"
"Antigua and Barbuda","5.7","51","2014"
"Slovakia","5.66","52","2014"
"Bosnia and Herzegovina","5.57","53","2014"
"Malta","5.4","54","2014"
"Seychelles","5.33","55","2014"
"Italy","5.27","56","2014"
"Cyprus","5.26","57","2014"
"Serbia","5.23","58","2014"
"Ukraine","5.04","59","2014"
"Spain","5.03","60","2014"
"Iraq","4.84","61","2014"
"Argentina","4.58","62","2014"
"France","4.57","63","2014"
"Saint Kitts and Nevis","4.54","64","2014"
"Sweden","4.48","65","2014"
"Turkey","4.47","66","2014"
"Chile","4.45","67","2014"
"Barbados","4.4","68","2014"
"Lithuania","4.37","69","2014"
"Switzerland","4.35","70","2014"
"Portugal","4.29","71","2014"
"Hungary","4.19","72","2014"
"Thailand","4.1","73","2014"
"Suriname","4.05","74","2014"
"Nauru","4.02","75","2014"
"Mexico","4","76","2014"
"Croatia","3.98","77","2014"
"Azerbaijan","3.92","78","2014"
"Lebanon","3.84","79","2014"
"Algeria","3.73","80","2014"
"North Macedonia","3.62","81","2014"
"Romania","3.49","82","2014"
"Latvia","3.47","83","2014"
"Uzbekistan","3.42","84","2014"
"Montenegro","3.39","85","2014"
"Mauritius","3.33","86","2014"
"Botswana","3.28","87","2014"
"Maldives","3.02","88","2014"
"Jordan","2.97","89","2014"
"Ecuador","2.89","90","2014"
"Panama","2.84","91","2014"
"Gabon","2.82","92","2014"
"Brazil","2.63","93","2014"
"Guyana","2.63","94","2014"
"Tunisia","2.6","95","2014"
"Jamaica","2.53","96","2014"
"Egypt","2.51","97","2014"
"Marshall Islands (the)","2.5","98","2014"
"Dominica","2.47","99","2014"
"Cuba","2.44","100","2014"
"Georgia","2.41","101","2014"
"Saint Lucia","2.28","102","2014"
"Dominican Republic (the)","2.17","103","2014"
"Grenada","2.15","104","2014"
"Saint Vincent and the Grenadines","2.02","105","2014"
"Uruguay","1.98","106","2014"
"Albania","1.9","107","2014"
"Fiji","1.9","108","2014"
"Armenia","1.89","109","2014"
"Bolivia (Plurinational State of)","1.89","110","2014"
"Colombia","1.84","111","2014"
"Viet Nam","1.82","112","2014"
"Kyrgyzstan","1.76","113","2014"
"Morocco","1.75","114","2014"
"Moldova (the Republic of)","1.72","115","2014"
"India","1.72","116","2014"
"Peru","1.7","117","2014"
"Angola","1.66","118","2014"
"Syrian Arab Republic (the)","1.64","119","2014"
"Namibia","1.64","120","2014"
"Costa Rica","1.63","121","2014"
"Indonesia","1.45","122","2014"
"Bhutan","1.44","123","2014"
"Belize","1.4","124","2014"
"Liechtenstein","1.28","125","2014"
"Micronesia (Federated States of)","1.26","126","2014"
"Korea (the Democratic People's Republic of)","1.25","127","2014"
"Lesotho","1.18","128","2014"
"Tonga","1.12","129","2014"
"Samoa","1.08","130","2014"
"Honduras","1.06","131","2014"
"Philippines (the)","1.03","132","2014"
"Tuvalu","1","133","2014"
"El Salvador","0.99","134","2014"
"Yemen","0.95","135","2014"
"Cabo Verde","0.94","136","2014"
"Pakistan","0.93","137","2014"
"Guatemala","0.91","138","2014"
"Zimbabwe","0.89","139","2014"
"Sri Lanka","0.86","140","2014"
"Paraguay","0.86","141","2014"
"Eswatini","0.82","142","2014"
"Nicaragua","0.76","143","2014"
"Mauritania","0.74","144","2014"
"Nigeria","0.73","145","2014"
"Papua New Guinea","0.73","146","2014"
"Lao People's Democratic Republic (the)","0.68","147","2014"
"Palestine, State of","0.68","148","2014"
"Djibouti","0.68","149","2014"
"Congo (the)","0.66","150","2014"
"Senegal","0.66","151","2014"
"Sao Tome and Principe","0.58","152","2014"
"Vanuatu","0.58","153","2014"
"Ghana","0.56","154","2014"
"Tajikistan","0.55","155","2014"
"Kiribati","0.53","156","2014"
"Benin","0.52","157","2014"
"Côte d'Ivoire","0.48","158","2014"
"Bangladesh","0.47","159","2014"
"Cambodia","0.43","160","2014"
"Timor-Leste","0.43","161","2014"
"Togo","0.36","162","2014"
"Solomon Islands","0.33","163","2014"
"Mozambique","0.32","164","2014"
"Myanmar","0.31","165","2014"
"Kenya","0.3","166","2014"
"Nepal","0.29","167","2014"
"Cameroon","0.29","168","2014"
"Sudan (the)","0.29","169","2014"
"Zambia","0.29","170","2014"
"Liberia","0.28","171","2014"
"Haiti","0.26","172","2014"
"Afghanistan","0.25","173","2014"
"Gambia (the)","0.25","174","2014"
"Tanzania, the United Republic of","0.23","175","2014"
"Guinea","0.21","176","2014"
"Comoros (the)","0.2","177","2014"
"Sierra Leone","0.18","178","2014"
"Mali","0.17","179","2014"
"Burkina Faso","0.16","180","2014"
"Guinea-Bissau","0.16","181","2014"
"South Sudan","0.14","182","2014"
"Madagascar","0.13","183","2014"
"Ethiopia","0.12","184","2014"
"Uganda","0.12","185","2014"
"Niger (the)","0.1","186","2014"
"Rwanda","0.07","187","2014"
"Chad","0.07","188","2014"
"Congo (the Democratic Republic of the)","0.06","189","2014"
"Central African Republic (the)","0.06","190","2014"
"Malawi","0.06","191","2014"
"Somalia","0.04","192","2014"
"Burundi","0.03","193","2014"
"World","0","","2014"
"San Marino","null","194","2014"
"Holy See (the)","null","195","2014"
"Monaco","null","196","2014"
"Taiwan","null","197","2014"
"Eritrea","null","198","2014"
"Bonaire","null","199","2014"
"Faroe Islands","null","200","2014"
"United States Minor Outlying Islands","null","201","2014"
"Serranilla Bank","null","202","2014"
"Scarborough Reef","null","203","2014"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2014"
"Spratly Islands","null","205","2014"
"American Samoa","null","206","2014"
"Greenland","null","207","2014"
"Guam","null","208","2014"
"Northern Mariana Islands","null","209","2014"
"Puerto Rico","null","210","2014"
"United States Virgin Islands","null","211","2014"
"Somaliland","null","212","2014"
"Northern Cyprus","null","213","2014"
"Cyprus No Mans Area","null","214","2014"
"Western Sahara","null","215","2014"
"Siachen Glacier","null","216","2014"
"Kosovo","null","217","2014"
