"Country","GDP growth (annual %)","Rank","Year"
"Libya","123.13","1","2012"
"Zimbabwe","16.66","2","2012"
"Sierra Leone","15.18","3","2012"
"Iraq","13.93","4","2012"
"Afghanistan","12.75","5","2012"
"Mongolia","12.31","6","2012"
"Nauru","11.36","7","2012"
"Turkmenistan","11.09","8","2012"
"Côte d'Ivoire","10.7","9","2012"
"Niger (the)","10.54","10","2012"
"Congo (the)","9.94","11","2012"
"Panama","9.77","12","2012"
"Ghana","9.29","13","2012"
"Sri Lanka","9.14","14","2012"
"Oman","9.04","15","2012"
"Chad","8.88","16","2012"
"Ethiopia","8.64","17","2012"
"Rwanda","8.64","18","2012"
"Angola","8.54","19","2012"
"Equatorial Guinea","8.31","20","2012"
"Lao People's Democratic Republic (the)","8.02","21","2012"
"Liberia","7.99","22","2012"
"China","7.86","23","2012"
"Zambia","7.59","24","2012"
"Tajikistan","7.48","25","2012"
"Uzbekistan","7.37","26","2012"
"Myanmar","7.33","27","2012"
"Cambodia","7.31","28","2012"
"Mozambique","7.25","29","2012"
"Thailand","7.24","30","2012"
"Armenia","7.2","31","2012"
"Congo (the Democratic Republic of the)","7.08","32","2012"
"Philippines (the)","6.89","33","2012"
"Lesotho","6.74","34","2012"
"Kuwait","6.62","35","2012"
"Togo","6.54","36","2012"
"Bangladesh","6.52","37","2012"
"Nicaragua","6.49","38","2012"
"Burkina Faso","6.45","39","2012"
"Georgia","6.36","40","2012"
"Peru","6.13","41","2012"
"Palestine, State of","6.09","42","2012"
"Indonesia","6.03","43","2012"
"Timor-Leste","6.02","44","2012"
"Guinea","5.91","45","2012"
"Ecuador","5.64","46","2012"
"Venezuela (Bolivarian Republic of)","5.62","47","2012"
"Malaysia","5.47","48","2012"
"India","5.45","49","2012"
"Saudi Arabia","5.41","50","2012"
"Eswatini","5.39","51","2012"
"Chile","5.31","52","2012"
"Guyana","5.27","53","2012"
"Gabon","5.25","54","2012"
"Viet Nam","5.24","55","2012"
"Gambia (the)","5.24","56","2012"
"Bolivia (Plurinational State of)","5.12","57","2012"
"Bhutan","5.11","58","2012"
"Senegal","5.11","59","2012"
"Namibia","5.06","60","2012"
"Central African Republic (the)","5.05","61","2012"
"Benin","4.81","62","2012"
"Kazakhstan","4.79","63","2012"
"Costa Rica","4.79","64","2012"
"Turkey","4.78","65","2012"
"Nepal","4.78","66","2012"
"Qatar","4.73","67","2012"
"Kiribati","4.71","68","2012"
"Papua New Guinea","4.65","69","2012"
"Kenya","4.56","70","2012"
"Cameroon","4.54","71","2012"
"Tanzania, the United Republic of","4.5","72","2012"
"United Arab Emirates (the)","4.48","73","2012"
"Mauritania","4.47","74","2012"
"Singapore","4.46","75","2012"
"Botswana","4.45","76","2012"
"Burundi","4.44","77","2012"
"Latvia","4.25","78","2012"
"Nigeria","4.23","79","2012"
"Honduras","4.12","80","2012"
"Malta","4.11","81","2012"
"Russian Federation (the)","4.02","82","2012"
"Tunisia","3.99","83","2012"
"Colombia","3.91","84","2012"
"Australia","3.91","85","2012"
"Lithuania","3.84","86","2012"
"Uganda","3.83","87","2012"
"Bahrain","3.72","88","2012"
"Mexico","3.64","89","2012"
"Uruguay","3.53","90","2012"
"Pakistan","3.5","91","2012"
"Mauritius","3.49","92","2012"
"Algeria","3.39","93","2012"
"Antigua and Barbuda","3.37","94","2012"
"Comoros (the)","3.2","95","2012"
"Sao Tome and Principe","3.14","96","2012"
"Estonia","3.12","97","2012"
"Bahamas (the)","3.08","98","2012"
"Madagascar","3.01","99","2012"
"Cuba","3.01","100","2012"
"Morocco","3","101","2012"
"Guatemala","2.96","102","2012"
"El Salvador","2.81","103","2012"
"Dominican Republic (the)","2.71","104","2012"
"Norway","2.7","105","2012"
"Suriname","2.69","106","2012"
"Lebanon","2.54","107","2012"
"Maldives","2.51","108","2012"
"World","2.51","","2012"
"Jordan","2.42","109","2012"
"Belize","2.41","110","2012"
"Korea (the Republic of)","2.4","111","2012"
"Yemen","2.39","112","2012"
"Israel","2.25","113","2012"
"United States of America (the)","2.24","114","2012"
"New Zealand","2.23","115","2012"
"Egypt","2.22","116","2012"
"South Africa","2.21","117","2012"
"Azerbaijan","2.2","118","2012"
"Romania","2.04","119","2012"
"Brazil","1.92","120","2012"
"Slovakia","1.89","121","2012"
"Malawi","1.88","122","2012"
"Solomon Islands","1.86","123","2012"
"Canada","1.76","124","2012"
"Vanuatu","1.75","125","2012"
"Belarus","1.68","126","2012"
"Palau","1.67","127","2012"
"Japan","1.49","128","2012"
"United Kingdom","1.47","129","2012"
"Albania","1.41","130","2012"
"Fiji","1.41","131","2012"
"Sint Maarten (Dutch part)","1.39","132","2012"
"Saint Vincent and the Grenadines","1.38","133","2012"
"Poland","1.32","134","2012"
"Iceland","1.29","135","2012"
"Seychelles","1.26","136","2012"
"Trinidad and Tobago","1.26","137","2012"
"Cabo Verde","1.08","138","2012"
"Monaco","1","139","2012"
"Switzerland","1","140","2012"
"Brunei Darussalam","0.91","141","2012"
"Tonga","0.82","142","2012"
"Belgium","0.73","143","2012"
"Austria","0.68","144","2012"
"Haiti","0.55","145","2012"
"Sudan (the)","0.52","146","2012"
"Germany","0.41","147","2012"
"Bulgaria","0.35","148","2012"
"France","0.31","149","2012"
"Ukraine","0.23","150","2012"
"Denmark","0.22","151","2012"
"Ireland","0.22","152","2012"
"Kyrgyzstan","-0.09","162","2012"
"Curaçao","-0.14","163","2012"
"Saint Lucia","-0.2","164","2012"
"Luxembourg","-0.36","165","2012"
"North Macedonia","-0.46","166","2012"
"Barbados","-0.46","167","2012"
"Paraguay","-0.54","168","2012"
"Sweden","-0.59","169","2012"
"Moldova (the Republic of)","-0.59","170","2012"
"Jamaica","-0.62","171","2012"
"Serbia","-0.69","172","2012"
"Czechia","-0.79","173","2012"
"Bosnia and Herzegovina","-0.83","174","2012"
"Mali","-0.84","175","2012"
"Argentina","-1.03","176","2012"
"Netherlands (the)","-1.04","177","2012"
"Dominica","-1.06","178","2012"
"Grenada","-1.16","179","2012"
"Hungary","-1.39","180","2012"
"Finland","-1.4","181","2012"
"Guinea-Bissau","-1.72","182","2012"
"Micronesia (Federated States of)","-1.87","183","2012"
"Saint Kitts and Nevis","-2.23","184","2012"
"Marshall Islands (the)","-2.38","185","2012"
"Croatia","-2.4","186","2012"
"Slovenia","-2.64","187","2012"
"Montenegro","-2.73","188","2012"
"Spain","-2.96","189","2012"
"Italy","-2.99","190","2012"
"Cyprus","-3.45","191","2012"
"Tuvalu","-3.84","192","2012"
"Portugal","-4.06","193","2012"
"Samoa","-4.09","194","2012"
"Andorra","-4.98","195","2012"
"San Marino","-7.05","196","2012"
"Greece","-7.31","197","2012"
"Iran (Islamic Republic of)","-7.45","198","2012"
"South Sudan","-46.09","199","2012"
"Liechtenstein","null","153","2012"
"Holy See (the)","null","154","2012"
"Syrian Arab Republic (the)","null","155","2012"
"Taiwan","null","156","2012"
"Korea (the Democratic People's Republic of)","null","157","2012"
"Eritrea","null","158","2012"
"Somalia","null","159","2012"
"Djibouti","null","160","2012"
"Bonaire","null","161","2012"
"Faroe Islands","null","200","2012"
"United States Minor Outlying Islands","null","201","2012"
"Serranilla Bank","null","202","2012"
"Scarborough Reef","null","203","2012"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2012"
"Spratly Islands","null","205","2012"
"American Samoa","null","206","2012"
"Greenland","null","207","2012"
"Guam","null","208","2012"
"Northern Mariana Islands","null","209","2012"
"Puerto Rico","null","210","2012"
"United States Virgin Islands","null","211","2012"
"Somaliland","null","212","2012"
"Northern Cyprus","null","213","2012"
"Cyprus No Mans Area","null","214","2012"
"Western Sahara","null","215","2012"
"Siachen Glacier","null","216","2012"
"Kosovo","null","217","2012"
